416,416,416,418,416,416,416,416,416,544,416,418,355,418,416,416
480,480,480,480,416,416,480,416,416,416,416,418,355,418,416,480
351,351,351,351,480,480,351,480,480,416,416,418,355,418,480,351
351,351,351,351,351,351,351,351,351,480,480,351,355,351,351,351
351,351,351,351,351,351,351,351,351,351,351,351,355,351,351,351
352,352,352,352,352,351,351,351,351,351,351,351,355,351,351,352
416,419,416,416,416,352,352,354,351,351,351,351,355,418,352,416
416,416,416,416,418,416,480,351,351,351,351,418,355,418,416,416
416,416,416,480,416,480,351,351,351,351,352,418,418,418,416,416
416,480,480,351,480,351,351,351,351,352,416,416,416,416,416,416
480,351,351,351,351,351,351,352,352,416,416,416,416,416,480,480
351,351,351,351,351,351,419,419,480,416,416,480,480,480,481,482
351,351,351,351,352,352,352,419,419,480,480,419,351,351,351,351
351,352,352,352,416,416,416,419,419,419,419,419,351,351,351,351
352,416,416,416,416,418,416,352,352,419,352,418,355,418,352,352
416,416,416,416,416,416,416,416,418,352,416,418,355,418,416,416
