416,416,480,416,416,480,416,480,416,416,416,416,355,416,416,416
480,416,355,480,480,355,416,544,416,480,416,416,355,480,480,480
351,480,355,351,351,355,416,352,416,355,480,480,355,351,351,351
351,351,355,351,351,355,416,416,416,355,351,351,355,351,351,351
351,351,355,354,352,355,416,416,416,355,351,351,355,352,352,351
351,352,352,418,416,355,480,480,480,355,352,352,355,416,416,352
352,416,480,352,416,355,351,351,351,355,416,416,355,416,480,416
416,416,355,416,416,355,351,351,351,355,416,416,355,416,418,416
416,416,355,480,480,355,352,352,352,355,416,416,352,416,352,416
416,416,355,351,351,355,416,416,416,355,416,416,480,416,416,416
480,416,355,351,351,355,416,416,416,355,480,480,355,416,480,480
351,480,355,352,352,355,416,480,416,355,351,351,355,480,351,351
351,351,355,416,416,352,416,418,416,355,351,351,355,351,351,351
351,351,355,416,480,416,416,352,416,355,352,352,355,351,351,352
352,352,355,416,418,416,416,416,416,352,416,416,355,352,352,416
416,416,352,416,352,416,416,416,416,416,416,416,355,416,416,416
