416,416,416,416,480,480,416,416,416,416,416,418,355,418,416,416
480,416,416,480,482,359,480,480,480,480,416,418,355,418,416,480
351,480,480,359,351,351,351,351,359,482,480,481,351,351,480,351
351,351,351,351,351,351,351,351,351,351,359,351,351,351,351,351
351,351,548,351,351,351,351,351,351,351,351,351,351,351,351,351
352,352,352,352,352,419,419,351,351,351,351,351,351,351,352,352
416,416,416,416,416,419,419,419,419,354,352,351,548,352,416,416
416,416,416,416,416,352,419,419,419,419,416,352,352,416,416,416
416,416,416,480,416,416,419,419,419,419,416,416,416,416,416,416
480,416,480,359,480,480,419,351,419,354,480,416,416,480,480,416
482,480,359,351,481,359,351,351,351,351,359,480,480,359,481,480
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
351,548,351,351,352,352,352,351,548,351,351,548,351,351,548,351
352,352,352,352,416,416,416,352,352,351,351,418,355,418,352,352
416,416,416,416,416,416,416,416,416,352,352,418,355,418,416,416
