146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,146,146,146,146,152,210,211,210,211,152,146,146,146,146,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
152,152,152,146,146,152,89,89,89,89,152,146,146,152,152,152
89,89,152,146,146,152,89,89,89,89,152,146,146,152,89,89
89,89,152,146,146,152,89,89,89,89,152,146,146,152,89,89
89,89,152,146,146,152,89,89,89,89,152,146,146,152,89,89
89,89,152,146,146,152,89,89,89,89,152,146,146,152,89,89
152,152,152,146,146,152,89,89,89,89,152,146,146,152,152,152
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,146,146,146,146,152,210,211,210,211,152,146,146,146,146,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
