416,416,416,416,416,416,416,416,416,416,416,418,355,418,416,416
480,416,416,418,416,416,416,418,416,416,416,418,355,418,416,416
351,480,416,416,416,416,416,416,416,416,416,416,355,416,416,416
351,351,416,416,416,416,480,484,416,416,418,416,355,416,416,416
351,351,416,416,480,483,482,351,416,416,416,416,355,416,416,416
352,351,480,480,482,351,351,351,416,416,416,416,355,416,418,416
416,351,482,482,351,351,351,352,416,418,416,416,355,416,416,416
416,351,351,351,351,351,352,416,416,416,416,416,355,416,416,416
416,351,351,351,351,351,480,480,416,416,416,418,355,418,416,416
416,352,351,351,351,351,419,419,480,416,416,418,355,418,416,416
416,416,351,351,351,419,419,419,419,480,480,419,355,419,480,480
416,416,356,356,356,352,419,419,419,419,419,419,355,419,419,419
416,480,420,420,420,416,352,419,419,419,419,419,355,419,419,419
416,420,420,420,352,416,418,352,352,419,419,419,355,419,419,419
416,352,420,352,416,416,416,416,418,352,352,418,355,418,419,352
416,416,352,416,416,416,416,416,416,416,416,418,355,418,352,416
