416,416,418,416,416,416,416,416,416,416,416,418,355,418,416,416
416,416,416,416,416,416,416,480,416,416,416,418,355,418,416,416
480,480,416,416,416,416,416,484,480,480,480,418,355,418,416,418
481,483,480,480,480,480,480,351,481,482,481,483,355,482,416,416
351,351,482,482,481,483,481,351,351,351,351,351,355,351,416,416
352,351,351,351,351,351,351,351,352,352,352,418,355,418,416,416
416,352,352,351,351,351,352,352,416,418,416,418,355,418,416,416
416,416,418,352,352,352,416,416,416,416,416,418,355,418,416,416
416,416,416,416,416,416,416,416,419,416,416,418,355,418,416,416
416,416,416,416,416,418,416,480,416,416,416,418,355,418,416,416
480,416,419,416,416,480,480,482,480,416,416,418,355,418,416,416
480,480,480,480,480,484,481,351,481,480,480,418,355,418,416,418
351,483,482,481,351,351,351,351,351,351,482,481,355,482,416,416
351,351,351,351,351,352,352,352,352,351,351,351,355,351,416,416
352,352,352,352,352,416,416,416,416,352,352,418,355,418,416,416
416,416,416,416,416,416,416,416,418,416,416,418,355,418,416,416
