480,416,416,416,416,416,416,416,416,480,480,418,355,418,416,416
419,480,416,416,416,480,480,480,480,481,482,418,355,418,480,480
419,419,480,416,416,484,481,351,359,351,351,351,355,481,351,351
419,419,419,416,480,351,351,351,351,351,351,351,355,351,351,351
419,419,352,416,359,351,351,351,351,351,351,351,355,351,351,351
419,419,480,480,351,351,351,351,351,351,354,352,352,352,352,352
419,419,482,481,351,351,351,353,353,351,351,480,480,416,416,416
419,351,351,351,351,351,351,351,351,351,351,481,484,416,416,416
354,351,351,351,351,351,351,351,351,351,351,351,351,480,418,416
351,351,351,351,351,418,352,352,351,351,351,351,351,351,484,416
353,351,351,351,418,352,416,416,418,351,351,351,351,419,419,480
351,351,351,418,354,480,416,416,352,351,351,351,351,419,419,419
351,351,418,352,351,351,416,416,416,352,356,356,356,352,419,419
351,351,352,416,356,356,416,418,416,416,420,420,420,416,352,419
352,352,416,416,352,352,416,416,416,416,352,352,352,416,416,352
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
