416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
480,480,482,416,416,416,416,416,416,416,416,416,416,416,416,480
484,481,351,480,480,480,480,480,480,416,416,416,480,480,416,419
351,351,351,481,351,481,482,481,482,480,480,480,351,482,480,419
351,351,351,351,351,351,351,351,351,351,351,351,351,351,419,419
352,352,352,352,351,351,351,351,351,351,351,351,351,351,419,354
416,416,416,416,352,352,352,352,352,353,351,351,351,351,419,419
416,416,416,416,416,416,416,416,480,351,351,351,351,352,354,419
416,416,480,416,416,416,480,480,484,351,351,351,351,416,419,419
480,480,482,480,416,480,484,351,351,351,351,351,352,416,419,354
482,481,351,482,480,484,351,351,351,351,351,419,416,480,419,419
351,351,351,351,351,351,351,351,351,352,352,419,480,419,419,419
351,351,351,351,351,351,351,352,352,480,480,419,419,419,419,419
351,351,351,352,352,352,352,416,416,419,419,419,419,419,419,419
352,352,352,416,416,416,416,416,416,352,419,419,419,352,419,352
416,416,416,416,416,416,416,416,416,416,352,352,544,416,352,416
