146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
146,152,152,152,152,152,210,211,210,211,152,146,146,146,146,146
146,152,89,89,89,89,89,89,89,89,152,146,146,146,146,146
146,152,89,89,89,89,89,89,89,89,152,146,146,146,146,146
146,152,89,89,89,89,89,89,89,89,152,146,146,146,146,146
152,152,24,151,24,152,152,152,152,152,146,152,152,152,152,152
89,212,89,151,89,152,146,146,146,146,152,89,89,89,212,89
89,213,89,151,89,152,146,146,146,146,152,89,89,89,213,89
89,212,89,151,89,152,146,146,146,146,152,89,89,89,212,89
89,213,89,151,89,152,146,146,146,146,152,89,89,89,213,89
152,152,152,152,152,146,152,152,152,152,152,24,151,24,152,152
146,146,146,146,146,152,89,89,89,89,89,89,151,89,152,146
146,146,146,146,146,152,89,89,89,89,89,89,151,89,152,146
146,146,146,146,146,152,89,89,89,89,89,89,151,89,152,146
146,146,146,146,146,152,210,211,210,211,152,152,152,152,152,146
146,146,146,146,146,152,89,89,89,89,152,146,146,146,146,146
