416,416,480,480,480,416,416,416,416,416,416,418,355,418,416,416
480,480,351,351,351,480,480,416,416,480,480,418,355,418,480,480
351,351,351,351,351,351,351,480,480,351,351,351,351,351,351,351
351,351,351,351,352,351,351,351,351,351,351,351,351,351,351,351
351,351,351,351,416,352,351,351,351,351,351,352,352,352,351,351
352,352,354,356,416,480,352,351,351,353,352,416,416,416,352,352
416,480,420,420,480,420,416,352,351,351,480,416,416,416,416,416
416,420,420,420,420,420,416,416,351,351,351,480,416,416,416,416
416,352,420,420,352,354,480,416,352,351,351,351,480,416,416,416
416,480,420,354,416,420,420,416,416,351,351,351,351,480,416,416
480,420,420,420,480,354,420,480,416,352,351,351,351,351,480,480
355,420,352,420,420,420,420,420,480,416,352,351,351,351,351,351
355,420,416,352,420,420,420,420,420,480,416,352,351,351,351,351
355,352,416,480,420,420,420,420,420,420,416,480,351,351,351,351
352,416,416,420,420,352,352,420,420,352,416,418,355,418,352,352
416,416,416,352,352,416,416,352,352,416,416,418,355,418,416,416
