146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,150,146,146,150,146,146,146,146,150,146,146,150,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,150,146,146,146,146,146,146,146,146,146,146,150,146,146
146,146,146,146,146,146,150,146,146,150,146,146,146,146,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,146,146,146,146,150,146,146,150,146,146,146,146,146,146
146,146,150,146,146,146,146,146,146,146,146,146,146,150,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,150,146,146,150,146,146,146,146,150,146,146,150,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
