480,480,480,480,480,480,480,480,416,416,416,416,416,416,416,480
480,484,351,481,351,351,351,351,480,480,416,416,416,480,481,418
481,351,351,351,351,351,351,351,351,482,480,480,484,351,351,419
351,351,351,351,351,419,418,351,351,351,351,351,351,351,419,419
351,351,351,351,419,418,418,419,351,351,351,351,351,351,418,419
352,352,419,419,353,353,353,353,353,351,351,353,353,353,352,352
416,419,419,419,418,351,351,351,351,351,351,351,351,351,480,416
416,418,419,418,418,418,351,346,351,351,351,351,351,351,481,480
416,480,351,353,353,353,353,353,353,353,353,353,351,351,351,418
416,484,351,351,351,351,351,351,351,351,351,351,351,351,418,419
480,351,351,351,351,351,351,351,351,351,351,351,351,418,419,418
419,351,351,353,353,353,353,353,353,353,353,353,353,353,353,353
419,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
419,419,351,351,351,351,351,351,351,351,351,351,351,351,351,351
352,352,352,352,418,418,352,352,352,352,352,418,355,418,352,352
418,416,416,416,352,352,416,416,419,416,416,418,355,418,416,416
